inspection_score,inspection_type,violation_id,violation_description,risk_category
85,Routine - Unscheduled,33056_20170912_103154,Unclean or degraded floors walls or ceilings,Low Risk
100,Routine - Unscheduled,95_20180509_103100,None,No Risk
76,Routine - Unscheduled,83799_20170324_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
92,Routine - Unscheduled,34434_20170125_103153,Inadequate dressing rooms or improper storage of personal items,Low Risk
71,Routine - Unscheduled,36744_20180427_103103,High risk food holding temperature,High Risk
96,Routine - Unscheduled,67303_20170313_103157,Food safety certificate or food handler card not available,Low Risk
98,Routine - Unscheduled,79329_20180702_103156,Permit license or inspection report not posted,Low Risk
79,Routine - Unscheduled,82041_20170608_103131,Moderate risk vermin infestation,Moderate Risk
84,Routine - Unscheduled,3076_20170630_103131,Moderate risk vermin infestation,Moderate Risk
85,Routine - Unscheduled,45_20170914_103142,Unclean nonfood contact surfaces,Low Risk
71,Routine - Unscheduled,77548_20170110_103105,Improper cooling methods,High Risk
68,Routine - Unscheduled,3550_20170807_103132,Improper thawing methods,Moderate Risk
92,Routine - Unscheduled,2143_20170308_103154,Unclean or degraded floors walls or ceilings,Low Risk
88,Routine - Unscheduled,89111_20180618_103154,Unclean or degraded floors walls or ceilings,Low Risk
86,Routine - Unscheduled,6863_20170809_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
90,Routine - Unscheduled,89404_20171025_103154,Unclean or degraded floors walls or ceilings,Low Risk
90,Routine - Unscheduled,31568_20170202_103154,Unclean or degraded floors walls or ceilings,Low Risk
74,Routine - Unscheduled,85739_20170724_103139,Improper food storage,Low Risk
63,Routine - Unscheduled,59289_20170801_103109,Unclean or unsanitary food contact surfaces,High Risk
90,Routine - Unscheduled,5194_20180501_103144,Unapproved or unmaintained equipment or utensils,Low Risk
66,Routine - Unscheduled,72176_20170207_103102,Unclean hands or improper use of gloves,High Risk
81,Routine - Unscheduled,36024_20170816_103114,High risk vermin infestation,High Risk
91,Routine - Unscheduled,2039_20170531_103105,Improper cooling methods,High Risk
94,Routine - Unscheduled,66927_20170523_103145,Improper storage of equipment utensils or linens,Low Risk
100,Routine - Unscheduled,95_20180509_103100,None,No Risk
90,Routine - Unscheduled,89830_20180206_103154,Unclean or degraded floors walls or ceilings,Low Risk
83,Routine - Unscheduled,27964_20170925_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
88,Routine - Unscheduled,74429_20170801_103157,Food safety certificate or food handler card not available,Low Risk
77,Routine - Unscheduled,68130_20170110_103154,Unclean or degraded floors walls or ceilings,Low Risk
90,Routine - Unscheduled,39052_20170124_103134,Other moderate risk violation,Moderate Risk
86,Routine - Unscheduled,1003_20170823_103157,Food safety certificate or food handler card not available,Low Risk
64,Routine - Unscheduled,36673_20170629_103107,Improper reheating of food,High Risk
79,Routine - Unscheduled,76218_20170309_103152,Unclean unmaintained or improperly constructed toilet facilities,Low Risk
89,Routine - Unscheduled,84469_20170622_103109,Unclean or unsanitary food contact surfaces,High Risk
90,Routine - Unscheduled,33945_20170120_103148,No thermometers or uncalibrated thermometers,Low Risk
92,Routine - Unscheduled,90010_20170823_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
83,Routine - Unscheduled,65115_20170530_103103,High risk food holding temperature,High Risk
84,Routine - Unscheduled,82231_20180201_103158,Unpermitted food facility,Low Risk
92,Routine - Unscheduled,3715_20180508_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
86,Routine - Unscheduled,10433_20170728_103154,Unclean or degraded floors walls or ceilings,Low Risk
96,Routine - Unscheduled,4860_20160527_103144,Unapproved or unmaintained equipment or utensils,Low Risk
87,Routine - Unscheduled,1989_20180829_103108,Contaminated or adulterated food,High Risk
94,Routine - Unscheduled,71067_20180424_103141,Improper food labeling or menu misrepresentation,Low Risk
92,Routine - Unscheduled,85930_20170215_103133,Foods not protected from contamination,Moderate Risk
94,Routine - Unscheduled,902_20170630_103141,Improper food labeling or menu misrepresentation,Low Risk
86,Routine - Unscheduled,7761_20170523_103154,Unclean or degraded floors walls or ceilings,Low Risk
96,Routine - Unscheduled,85433_20170824_103152,Unclean unmaintained or improperly constructed toilet facilities,Low Risk
70,Routine - Unscheduled,85166_20180206_103133,Foods not protected from contamination,Moderate Risk
96,Routine - Unscheduled,1811_20170705_103157,Food safety certificate or food handler card not available,Low Risk
87,Routine - Unscheduled,315_20170905_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
75,Routine - Unscheduled,81800_20170621_103103,High risk food holding temperature,High Risk
82,Routine - Unscheduled,75738_20170626_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
90,Routine - Unscheduled,68360_20170301_103133,Foods not protected from contamination,Moderate Risk
98,Routine - Unscheduled,75055_20170515_103142,Unclean nonfood contact surfaces,Low Risk
92,Routine - Unscheduled,70562_20170908_103157,Food safety certificate or food handler card not available,Low Risk
72,Routine - Unscheduled,86647_20170517_103133,Foods not protected from contamination,Moderate Risk
77,Routine - Unscheduled,4502_20170413_103154,Unclean or degraded floors walls or ceilings,Low Risk
96,Routine - Unscheduled,62000_20170803_103141,Improper food labeling or menu misrepresentation,Low Risk
90,Routine - Unscheduled,69012_20170711_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
94,Routine - Unscheduled,63943_20180629_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
98,Routine - Unscheduled,8122_20170612_103156,Permit license or inspection report not posted,Low Risk
92,Routine - Unscheduled,1144_20180828_103154,Unclean or degraded floors walls or ceilings,Low Risk
71,Routine - Unscheduled,87123_20170628_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
87,Routine - Unscheduled,80417_20161114_103157,Food safety certificate or food handler card not available,Low Risk
80,Routine - Unscheduled,63191_20170111_103109,Unclean or unsanitary food contact surfaces,High Risk
92,Routine - Unscheduled,83971_20170303_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
86,Routine - Unscheduled,89114_20170404_103144,Unapproved or unmaintained equipment or utensils,Low Risk
85,Routine - Unscheduled,81704_20170828_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94,Routine - Unscheduled,91832_20170802_103120,Moderate risk food holding temperature,Moderate Risk
85,Routine - Unscheduled,82733_20170322_103105,Improper cooling methods,High Risk
90,Routine - Unscheduled,5150_20151204_103147,Inadequate ventilation or lighting,Low Risk
90,Routine - Unscheduled,2826_20180426_103131,Moderate risk vermin infestation,Moderate Risk
79,Routine - Unscheduled,79196_20170223_103133,Foods not protected from contamination,Moderate Risk
84,Routine - Unscheduled,77778_20170810_103154,Unclean or degraded floors walls or ceilings,Low Risk
76,Routine - Unscheduled,89324_20170302_103105,Improper cooling methods,High Risk
77,Routine - Unscheduled,61579_20180207_103153,Inadequate dressing rooms or improper storage of personal items,Low Risk
83,Routine - Unscheduled,7537_20170509_103161,Low risk vermin infestation,Low Risk
84,Routine - Unscheduled,85690_20170615_103156,Permit license or inspection report not posted,Low Risk
100,Routine - Unscheduled,95_20180509_103100,None,No Risk
86,Routine - Unscheduled,35106_20170223_103129,Insufficient hot water or running water,Moderate Risk
75,Routine - Unscheduled,2622_20170308_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
86,Routine - Unscheduled,5039_20170314_103138,Improper storage use or identification of toxic substances,Low Risk
94,Routine - Unscheduled,54_20180703_103150,Improper or defective plumbing,Low Risk
94,Routine - Unscheduled,66927_20170523_103131,Moderate risk vermin infestation,Moderate Risk
90,Routine - Unscheduled,71057_20180424_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
88,Routine - Unscheduled,64380_20170706_103127,Noncompliance with HAACP plan or variance,Moderate Risk
84,Routine - Unscheduled,78102_20170323_103105,Improper cooling methods,High Risk
88,Routine - Unscheduled,83648_20170717_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
86,Routine - Unscheduled,83125_20170914_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
93,Routine - Unscheduled,61324_20170911_103109,Unclean or unsanitary food contact surfaces,High Risk
100,Routine - Unscheduled,95_20180509_103100,None,No Risk
62,Routine - Unscheduled,2359_20170706_103154,Unclean or degraded floors walls or ceilings,Low Risk
83,Routine - Unscheduled,3640_20170711_103103,High risk food holding temperature,High Risk
81,Routine - Unscheduled,76513_20170213_103105,Improper cooling methods,High Risk
90,Routine - Unscheduled,4797_20170502_103154,Unclean or degraded floors walls or ceilings,Low Risk
67,Routine - Unscheduled,61579_20170630_103123,Food in poor condition,Moderate Risk
94,Routine - Unscheduled,92666_20171208_103143,Inadequate warewashing facilities or equipment,Low Risk
64,Routine - Unscheduled,34388_20160615_103156,Permit license or inspection report not posted,Low Risk
88,Routine - Unscheduled,4874_20170815_103142,Unclean nonfood contact surfaces,Low Risk
100,Routine - Unscheduled,95_20180509_103100,None,No Risk
94,Routine - Unscheduled,75277_20170503_103129,Insufficient hot water or running water,Moderate Risk
92,Routine - Unscheduled,5908_20170905_103147,Inadequate ventilation or lighting,Low Risk
92,Routine - Unscheduled,39862_20170401_103144,Unapproved or unmaintained equipment or utensils,Low Risk
81,Routine - Unscheduled,283_20170209_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
86,Routine - Unscheduled,81484_20170911_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
96,Routine - Unscheduled,79329_20170901_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
92,Routine - Unscheduled,39862_20170401_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
98,Routine - Unscheduled,18462_20170130_103150,Improper or defective plumbing,Low Risk
89,Routine - Unscheduled,75407_20170522_103109,Unclean or unsanitary food contact surfaces,High Risk
90,Routine - Unscheduled,89830_20180206_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
78,Routine - Unscheduled,65834_20170517_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
74,Routine - Unscheduled,38808_20170711_103103,High risk food holding temperature,High Risk
75,Routine - Unscheduled,2622_20170308_103144,Unapproved or unmaintained equipment or utensils,Low Risk
77,Routine - Unscheduled,91561_20170808_103144,Unapproved or unmaintained equipment or utensils,Low Risk
98,Routine - Unscheduled,9745_20170309_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
92,Routine - Unscheduled,77058_20170809_103161,Low risk vermin infestation,Low Risk
100,Routine - Unscheduled,95_20180509_103100,None,No Risk
84,Routine - Unscheduled,78102_20170323_103103,High risk food holding temperature,High Risk
87,Routine - Unscheduled,4590_20170420_103144,Unapproved or unmaintained equipment or utensils,Low Risk
98,Routine - Unscheduled,19418_20170208_103154,Unclean or degraded floors walls or ceilings,Low Risk
86,Routine - Unscheduled,2945_20180801_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
93,Routine - Unscheduled,5847_20170208_103114,High risk vermin infestation,High Risk
94,Routine - Unscheduled,69188_20170223_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94,Routine - Unscheduled,5999_20170109_103120,Moderate risk food holding temperature,Moderate Risk
87,Routine - Unscheduled,2632_20170829_103154,Unclean or degraded floors walls or ceilings,Low Risk
85,Routine - Unscheduled,91028_20170907_103144,Unapproved or unmaintained equipment or utensils,Low Risk
85,Routine - Unscheduled,4500_20170907_103103,High risk food holding temperature,High Risk
84,Routine - Unscheduled,81522_20170110_103148,No thermometers or uncalibrated thermometers,Low Risk
92,Routine - Unscheduled,36348_20170112_103150,Improper or defective plumbing,Low Risk
92,Routine - Unscheduled,69368_20170922_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
86,Routine - Unscheduled,65181_20170808_103120,Moderate risk food holding temperature,Moderate Risk
88,Routine - Unscheduled,1768_20170719_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
100,Routine - Unscheduled,95_20180509_103100,None,No Risk
76,Routine - Unscheduled,77611_20170420_103105,Improper cooling methods,High Risk
82,Routine - Unscheduled,3373_20170223_103138,Improper storage use or identification of toxic substances,Low Risk
100,Routine - Unscheduled,95_20180509_103100,None,No Risk
86,Routine - Unscheduled,79961_20170109_103150,Improper or defective plumbing,Low Risk
90,Routine - Unscheduled,87664_20170324_103154,Unclean or degraded floors walls or ceilings,Low Risk
92,Routine - Unscheduled,86231_20170816_103145,Improper storage of equipment utensils or linens,Low Risk
